word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio,source,source_url,license
electron transport chain,,a series of proteins that transfer electrons to make ATP,电子传递链,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
chemiosmosis,,ATP production driven by a proton gradient,化学渗透,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
fermentation,,ATP production without oxygen after glycolysis,发酵,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
light reaction,,the photosynthetic stage that captures light energy,光反应,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
Calvin cycle,,the photosynthetic cycle that fixes carbon dioxide into sugars,卡尔文循环,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
carbon fixation,,the incorporation of carbon dioxide into organic molecules,碳固定,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
cell signaling,,communication between cells through signals and receptors,细胞信号传导,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
signal transduction,,conversion of an external signal into a cell response,信号转导,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
receptor,,a protein that detects a signal molecule,受体,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
ligand,,a molecule that binds to a receptor,配体,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
second messenger,,a small molecule that relays a signal inside a cell,第二信使,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
cell cycle,,the ordered sequence of cell growth and division,细胞周期,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
interphase,,the part of the cell cycle when a cell grows and copies DNA,间期,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
mitosis,,division of the nucleus to form identical nuclei,有丝分裂,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
meiosis,,cell division that produces haploid gametes,减数分裂,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
chromatid,,one copy of a duplicated chromosome,染色单体,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
centromere,,the chromosome region where sister chromatids attach,着丝粒,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
checkpoint,,a control point in the cell cycle,检查点,n.,,,k12_stem ap_stem grade_ap ap_biology science biology,,,,"{""aliases"": [], ""ap_course"": ""ap_biology"", ""coverage_source_url"": ""https://apcentral.collegeboard.org/courses/ap-biology"", ""definition_policy"": ""WordFan original concise learner definition"", ""grade_band"": ""AP"", ""k12_priority"": 95, ""k12_rank"": 6005, ""phonetic_source"": ""leave blank for ECDICT/CMUdict enrichment unless already present"", ""subject"": ""science"", ""topic"": ""biology""}",,WordFan_K12_AP_STEM,https://apcentral.collegeboard.org/courses/ap-biology,WordFan original concise definitions/translations; coverage informed by College Board AP course pages and common AP classroom terminology
